tempo_h,0_871,1_860,2_806,3_789,4_707,5_698,6_834,7_852,8_922,9_910
1970-01-02 07:33:20.000000001,770.12,757.04,712.02,708.88,618.67,618.35,740.41,748.24,802.8,784.34
1970-01-02 07:34:59.999999998,773.22,752.9,714.16,712.06,617.63,619.59,741.42,745.75,804.9,787.65
1970-01-02 07:36:39.999999999,774.74,757.45,714.53,722.55,620.12,618.48,740.29,744.77,805.32,783.08
1970-01-02 07:38:20.000000000,770.41,757.65,711.91,715.33,618.46,618.26,737.69,747.02,802.47,789.42
1970-01-02 07:40:00.000000001,772.72,758.72,714.18,706.96,619.38,614.55,741.05,746.88,796.65,790.52
1970-01-02 07:41:39.999999998,777.5,757.6,708.92,710.47,618.26,614.23,735.17,743.83,801.48,792.28
1970-01-02 07:43:19.999999999,772.81,758.36,711.72,711.78,612.71,615.0,734.25,748.66,806.54,785.63
1970-01-02 07:45:00.000000000,773.78,760.7,709.16,704.62,611.88,617.7,733.24,738.53,803.24,785.56
1970-01-02 07:46:40.000000000,772.16,757.13,710.16,706.79,618.34,611.94,737.59,739.99,802.93,786.98
1970-01-02 07:48:20.000000001,770.77,760.24,713.12,710.5,613.15,617.47,731.02,741.36,801.62,788.99
1970-01-02 07:49:59.999999998,768.91,757.83,711.27,705.15,615.79,620.09,734.95,741.7,799.56,788.25
1970-01-02 07:51:39.999999999,771.03,763.1,707.33,705.82,618.75,615.79,736.32,745.05,799.65,786.88
1970-01-02 07:53:20.000000000,762.47,763.37,708.2,703.04,619.82,615.01,732.55,742.15,806.5,791.76
1970-01-02 07:55:00.000000001,776.35,768.74,709.44,702.88,617.96,616.95,730.75,732.5,799.32,795.15
1970-01-02 07:56:39.999999998,776.58,771.55,714.64,704.67,620.53,611.58,733.71,739.42,800.76,786.39
1970-01-02 07:58:19.999999999,772.21,771.88,712.3,707.38,615.65,609.78,735.3,739.94,800.9,788.85
1970-01-02 08:00:00.000000000,771.3,767.34,713.4,705.11,617.96,612.45,731.81,737.44,800.2,786.75
1970-01-02 08:01:40.000000000,771.1,767.69,714.26,703.97,619.86,614.57,734.6,741.39,800.9,787.85
1970-01-02 08:03:20.000000001,775.68,769.79,709.53,707.9,619.97,612.15,739.56,741.18,803.46,788.56
1970-01-02 08:04:59.999999998,773.95,763.82,709.59,709.52,620.14,611.24,735.35,742.31,805.55,789.69
1970-01-02 08:06:39.999999999,775.01,770.78,709.58,707.34,615.87,610.16,736.28,736.78,801.6,796.38
1970-01-02 08:08:20.000000000,773.24,766.62,709.8,702.24,620.28,615.79,734.13,741.79,799.68,792.17
1970-01-02 08:10:00.000000001,772.9,770.9,709.91,705.04,614.0,617.03,729.95,737.55,796.8,795.89
1970-01-02 08:11:39.999999998,771.72,773.5,710.61,701.17,610.75,611.77,735.31,737.13,789.88,786.85
1970-01-02 08:13:19.999999999,770.42,762.22,708.17,705.73,613.98,615.61,733.61,739.28,798.93,786.45
1970-01-02 08:15:00.000000000,772.92,764.56,712.77,697.69,615.98,614.34,732.89,733.39,800.5,788.73
1970-01-02 08:16:40.000000000,772.08,766.12,706.13,698.03,615.88,615.32,731.56,733.89,800.94,788.3
1970-01-02 08:18:20.000000001,770.02,764.11,715.27,699.53,616.35,610.24,734.17,730.18,795.65,789.13
1970-01-02 08:19:59.999999998,769.49,759.35,702.01,701.09,616.71,610.24,731.94,739.96,795.63,788.05
1970-01-02 08:21:39.999999999,770.88,759.67,714.47,696.02,609.42,609.66,734.55,738.41,794.74,785.82
1970-01-02 08:23:20.000000000,774.34,757.69,707.56,700.88,620.24,611.5,726.01,733.99,794.86,792.38
1970-01-02 08:25:00.000000001,773.97,760.82,709.83,696.24,617.67,613.51,737.18,737.54,800.43,790.78
1970-01-02 08:26:39.999999998,770.94,761.54,710.81,698.03,615.88,610.44,733.41,737.67,796.37,789.01
1970-01-02 08:28:19.999999999,765.37,759.95,709.97,702.64,614.07,610.98,737.78,734.91,800.69,787.71
1970-01-02 08:30:00.000000000,767.1,764.75,715.58,697.82,614.07,608.3,732.57,731.5,796.48,783.09
1970-01-02 08:31:40.000000000,767.3,756.53,712.35,701.39,618.99,607.01,739.44,739.34,797.58,785.24
1970-01-02 08:33:20.000000001,767.5,753.08,710.25,710.71,617.77,609.59,739.68,738.87,796.79,787.34
1970-01-02 08:34:59.999999998,764.04,763.96,710.67,703.01,617.02,609.18,738.39,733.61,799.31,788.49
1970-01-02 08:36:39.999999999,762.83,763.1,708.7,702.17,614.85,606.34,734.35,731.76,804.65,784.67
1970-01-02 08:38:20.000000000,766.65,755.05,711.53,699.25,613.33,608.46,743.86,741.16,801.47,782.82
1970-01-02 08:40:00.000000001,767.1,769.0,712.27,701.65,617.38,608.07,748.07,736.39,795.12,779.28
1970-01-02 08:41:39.999999998,767.06,764.16,714.28,703.26,616.73,611.44,745.25,737.41,793.42,786.7
1970-01-02 08:43:19.999999999,763.99,766.68,720.39,704.54,615.58,607.83,743.85,736.59,792.63,785.4
1970-01-02 08:45:00.000000000,774.86,760.72,722.84,703.3,618.04,609.72,741.06,743.75,793.71,783.3
1970-01-02 08:46:40.000000000,771.8,767.85,724.36,699.92,614.89,607.34,732.79,733.85,792.11,779.99
1970-01-02 08:48:20.000000001,764.94,758.89,716.49,700.24,621.21,606.25,736.39,736.62,788.94,784.46
1970-01-02 08:49:59.999999998,770.81,761.35,713.9,699.21,619.69,610.77,739.47,735.23,791.58,781.69
1970-01-02 08:51:39.999999999,763.57,764.44,719.64,698.06,614.06,612.54,742.96,736.43,792.34,790.39
1970-01-02 08:53:20.000000000,768.48,758.14,720.08,692.22,612.6,611.09,738.65,741.26,790.03,779.56
1970-01-02 08:55:00.000000001,761.88,757.33,714.49,700.51,613.75,606.28,732.5,740.28,793.28,786.48
1970-01-02 08:56:39.999999998,766.7,756.09,717.64,700.25,616.19,611.36,737.52,743.77,792.93,783.94
1970-01-02 08:58:19.999999999,764.36,766.84,723.82,698.4,617.68,606.96,741.28,740.79,800.55,783.27
1970-01-02 09:00:00.000000000,763.34,766.84,719.34,698.08,615.9,610.53,740.07,738.64,792.0,789.59
1970-01-02 09:01:40.000000000,763.21,760.07,719.25,699.68,612.4,609.39,735.49,738.1,794.66,792.23
1970-01-02 09:03:20.000000001,767.49,758.79,716.56,698.45,614.88,605.42,736.95,739.76,793.63,784.35
1970-01-02 09:04:59.999999998,766.06,757.88,716.98,694.82,613.8,605.67,736.63,739.88,797.93,784.05
1970-01-02 09:06:39.999999999,765.35,749.89,717.12,703.58,617.69,605.92,735.54,738.16,790.38,785.4
1970-01-02 09:08:20.000000000,766.99,756.69,715.2,705.68,614.8,604.6,741.17,742.13,792.61,788.5
1970-01-02 09:10:00.000000001,762.74,752.86,713.49,704.54,611.93,601.72,735.63,744.53,797.96,784.56
1970-01-02 09:11:39.999999998,761.06,747.71,714.22,705.5,616.41,602.84,740.86,740.06,790.97,781.2
1970-01-02 09:13:19.999999999,760.92,745.65,708.91,705.25,612.02,601.1,737.2,738.83,791.32,784.01
1970-01-02 09:15:00.000000000,761.96,744.33,707.87,702.89,612.57,599.3,734.97,742.26,793.48,785.22
1970-01-02 09:16:40.000000000,764.45,743.52,708.69,699.72,620.56,598.42,736.03,742.78,795.29,786.11
1970-01-02 09:18:20.000000001,762.44,745.24,712.3,702.49,612.26,601.86,734.19,744.05,797.33,783.43
1970-01-02 09:19:59.999999998,773.06,744.07,708.56,700.91,616.15,603.71,733.03,741.8,785.64,789.4
1970-01-02 09:21:39.999999999,772.73,749.84,710.15,698.33,609.06,599.73,732.69,741.26,789.29,784.31
1970-01-02 09:23:20.000000000,772.96,743.18,711.99,704.04,614.25,598.11,736.32,746.14,791.86,780.52
1970-01-02 09:25:00.000000001,770.2,743.72,710.0,697.49,612.92,595.78,728.83,743.02,789.7,783.13
1970-01-02 09:26:39.999999998,771.57,744.41,706.19,700.58,614.06,600.72,736.55,738.76,793.51,785.23
1970-01-02 09:28:19.999999999,776.76,750.78,710.24,695.57,616.31,601.63,734.65,735.01,794.13,790.08
1970-01-02 09:30:00.000000000,775.19,748.89,712.56,700.28,614.39,600.8,729.66,746.57,793.94,784.03
1970-01-02 09:31:40.000000000,775.34,740.01,703.86,705.15,616.61,598.21,732.38,743.05,795.65,785.7
1970-01-02 09:33:20.000000001,774.35,744.52,703.69,696.77,619.05,597.37,725.39,741.87,794.36,780.87
1970-01-02 09:34:59.999999998,779.29,741.57,714.45,699.13,613.27,593.51,729.87,734.99,790.02,779.24
1970-01-02 09:36:39.999999999,774.54,747.09,709.79,702.56,617.27,600.32,731.32,737.32,789.02,783.32
1970-01-02 09:38:20.000000000,770.63,749.69,707.63,697.43,613.8,602.56,731.08,735.02,791.07,784.22
1970-01-02 09:40:00.000000001,773.92,746.2,712.1,700.86,613.4,599.6,731.82,738.35,796.91,783.46
1970-01-02 09:41:39.999999998,774.16,748.31,710.56,699.27,615.63,601.53,733.88,735.27,792.51,778.4
1970-01-02 09:43:19.999999999,779.01,742.97,709.34,701.54,614.36,595.23,733.05,736.66,784.57,777.98
1970-01-02 09:45:00.000000000,776.78,750.15,701.8,696.64,612.33,600.7,731.21,735.8,792.59,780.84
1970-01-02 09:46:40.000000000,779.54,747.77,708.31,707.79,614.8,592.71,731.75,734.57,793.61,773.41
1970-01-02 09:48:20.000000001,773.16,751.58,702.7,708.78,614.74,596.71,730.64,732.95,791.76,779.02
1970-01-02 09:49:59.999999998,777.98,747.03,708.1,706.01,612.45,599.05,731.74,739.97,791.82,784.49
1970-01-02 09:51:39.999999999,773.59,754.95,706.51,699.35,612.1,599.85,723.89,738.22,791.26,777.27
1970-01-02 09:53:20.000000000,778.11,750.7,708.77,707.21,612.19,598.89,726.93,734.17,791.83,781.92
1970-01-02 09:55:00.000000001,772.65,751.35,705.95,706.53,615.27,603.61,726.9,737.47,793.93,785.71
1970-01-02 09:56:39.999999998,767.73,753.28,705.16,702.67,614.88,599.74,725.68,732.98,795.4,778.65
1970-01-02 09:58:19.999999999,766.39,749.73,707.08,704.2,610.78,595.32,729.87,725.69,788.72,780.55
1970-01-02 10:00:00.000000000,768.54,751.23,704.4,699.13,616.86,597.95,730.57,730.09,790.32,784.84
1970-01-02 10:01:40.000000000,767.61,748.79,703.69,703.0,616.32,605.15,722.8,732.61,796.98,785.53
1970-01-02 10:03:20.000000001,763.27,753.94,707.27,700.7,618.24,603.5,722.72,735.9,792.07,785.65
1970-01-02 10:04:59.999999998,767.63,756.85,709.16,700.97,614.93,599.85,724.22,731.66,795.81,779.92
1970-01-02 10:06:39.999999999,761.89,751.51,705.33,700.94,614.62,593.7,725.37,729.82,794.77,776.02
1970-01-02 10:08:20.000000000,762.06,754.99,706.41,704.43,617.05,599.39,730.16,734.6,794.22,786.08
1970-01-02 10:10:00.000000001,760.18,755.09,703.21,701.88,612.57,602.79,732.55,729.6,793.39,786.74
1970-01-02 10:11:39.999999998,759.5,759.27,701.64,700.8,614.69,595.06,729.38,733.33,791.99,781.4
1970-01-02 10:13:19.999999999,763.77,756.42,705.65,705.29,612.68,596.43,728.39,730.17,794.12,781.19
1970-01-02 10:15:00.000000000,762.44,755.09,707.2,702.53,610.66,594.13,727.43,732.77,788.55,781.64
1970-01-02 10:16:40.000000000,771.77,761.83,703.39,701.74,611.57,600.47,729.98,727.2,791.73,779.75
1970-01-02 10:18:20.000000001,767.72,766.39,704.58,705.22,618.64,596.01,729.45,726.13,791.19,784.65
1970-01-02 10:19:59.999999998,772.15,759.96,707.0,698.21,615.62,598.56,725.36,729.21,796.18,785.42
1970-01-02 10:21:39.999999999,768.35,756.74,706.5,705.24,616.28,596.16,728.9,725.0,794.61,787.63
1970-01-02 10:23:20.000000000,767.98,768.51,706.08,703.53,615.29,592.67,725.16,729.59,791.9,787.06
1970-01-02 10:25:00.000000001,771.08,758.14,707.93,696.38,615.65,597.29,723.81,723.55,789.09,782.85
1970-01-02 10:26:39.999999998,768.1,748.42,702.43,693.22,614.44,598.73,726.97,723.66,789.45,776.56
1970-01-02 10:28:19.999999999,768.88,757.58,705.06,688.03,616.44,600.27,727.12,726.7,792.6,783.73
1970-01-02 10:30:00.000000000,774.55,753.48,701.0,692.9,618.46,595.17,725.74,725.27,790.64,782.85
1970-01-02 10:31:40.000000000,775.08,757.31,704.74,689.41,619.57,593.53,724.84,729.77,797.11,783.62
1970-01-02 10:33:20.000000001,769.95,753.06,704.87,692.79,616.51,598.24,725.06,730.55,788.03,782.0
1970-01-02 10:34:59.999999998,771.0,759.97,703.78,687.82,618.58,596.93,724.36,728.92,792.34,780.34
1970-01-02 10:36:39.999999999,771.72,761.08,706.9,690.43,619.59,596.18,720.54,724.78,797.22,782.74
1970-01-02 10:38:20.000000000,764.23,760.42,705.57,690.67,618.91,599.41,730.06,729.49,792.31,781.09
1970-01-02 10:40:00.000000001,770.44,761.62,700.39,687.72,613.67,598.51,719.74,725.82,797.5,780.76
1970-01-02 10:41:39.999999998,769.41,761.13,697.04,691.36,619.73,602.32,723.23,727.83,796.58,779.45
1970-01-02 10:43:19.999999999,774.16,764.08,704.74,689.64,614.72,596.17,725.84,728.9,792.52,779.19
1970-01-02 10:45:00.000000000,765.39,755.95,705.06,688.05,619.77,594.15,726.64,731.94,789.46,778.08
1970-01-02 10:46:40.000000000,769.35,755.1,706.72,687.6,622.15,598.27,725.21,730.19,793.82,778.9
1970-01-02 10:48:20.000000001,766.56,750.79,705.29,683.4,616.27,597.53,727.75,728.17,791.38,780.02
1970-01-02 10:49:59.999999998,767.88,754.16,703.3,684.41,616.4,591.93,727.59,729.25,786.21,781.92
1970-01-02 10:51:39.999999999,767.07,751.49,708.49,690.4,608.43,596.43,728.21,728.61,786.38,784.98
1970-01-02 10:53:20.000000000,762.02,750.35,704.87,686.9,610.91,596.2,727.56,730.72,792.42,786.2
1970-01-02 10:55:00.000000001,766.65,748.11,708.25,687.52,609.89,600.13,722.89,728.12,788.36,776.89
1970-01-02 10:56:39.999999998,764.25,747.06,699.89,685.04,612.59,599.79,727.71,726.61,788.17,783.48
1970-01-02 10:58:19.999999999,760.2,746.1,708.41,689.05,610.67,596.34,727.83,728.65,788.15,778.81
1970-01-02 11:00:00.000000000,760.37,743.54,707.15,697.84,614.12,602.69,727.42,731.85,791.29,783.26
1970-01-02 11:01:40.000000000,762.54,748.68,706.54,692.74,609.84,599.29,726.36,732.19,792.1,782.05
1970-01-02 11:03:20.000000001,758.76,750.62,705.16,693.09,611.13,599.42,730.27,729.31,789.35,778.49
1970-01-02 11:04:59.999999998,764.8,747.35,706.73,695.38,610.81,597.48,725.97,731.79,788.33,777.21
1970-01-02 11:06:39.999999999,761.28,746.66,700.63,696.17,610.74,598.39,719.37,730.83,786.79,770.8
1970-01-02 11:08:20.000000000,762.96,745.11,709.26,691.28,614.54,597.12,726.36,731.53,792.41,782.92
1970-01-02 11:10:00.000000001,761.52,745.54,703.36,690.35,606.04,597.13,726.35,735.37,788.0,780.57
1970-01-02 11:11:39.999999998,761.86,747.58,703.69,685.48,609.77,594.81,723.98,731.72,789.13,780.56
1970-01-02 11:13:19.999999999,763.29,747.03,710.64,687.77,608.14,599.51,720.96,729.99,787.23,774.64
1970-01-02 11:15:00.000000000,762.43,738.72,699.87,687.25,609.43,600.49,723.08,727.93,791.16,771.96
1970-01-02 11:16:40.000000000,763.59,741.93,707.64,690.28,608.76,595.14,723.16,731.46,787.1,776.23
1970-01-02 11:18:20.000000001,761.02,739.66,711.47,686.75,606.68,595.02,725.18,731.9,788.42,774.8
1970-01-02 11:19:59.999999998,762.41,741.27,708.22,687.37,608.33,594.42,724.92,731.08,786.81,781.13
1970-01-02 11:21:39.999999999,768.38,741.36,708.34,682.85,604.65,599.37,722.06,730.28,785.13,783.78
1970-01-02 11:23:20.000000000,762.09,740.94,709.87,687.86,607.52,602.32,725.34,731.16,788.07,777.93
1970-01-02 11:25:00.000000001,755.08,738.32,710.12,691.84,606.63,600.05,725.56,732.07,791.52,776.69
1970-01-02 11:26:39.999999998,763.71,742.17,708.53,686.55,611.66,598.35,725.05,726.13,789.01,778.44
1970-01-02 11:28:19.999999999,767.67,737.19,702.95,685.86,612.68,601.7,727.29,723.54,787.26,778.63
1970-01-02 11:30:00.000000000,763.91,743.14,707.23,683.93,607.43,596.19,727.27,724.55,791.31,783.06
1970-01-02 11:31:40.000000000,764.69,741.79,708.4,683.18,608.38,598.17,728.94,729.87,789.63,778.56
1970-01-02 11:33:20.000000001,764.34,736.93,711.4,683.97,606.12,597.04,729.39,728.65,784.69,778.8
1970-01-02 11:34:59.999999998,766.65,736.33,703.74,684.66,605.34,598.02,735.64,729.68,791.18,778.58
1970-01-02 11:36:39.999999999,768.48,737.8,703.72,682.62,608.0,598.92,731.04,728.54,785.85,782.62
1970-01-02 11:38:20.000000000,771.58,737.97,703.59,684.0,607.8,602.17,732.1,728.18,787.99,776.07
1970-01-02 11:40:00.000000001,768.58,740.84,702.98,685.59,609.36,601.28,727.93,727.06,788.89,777.21
1970-01-02 11:41:39.999999998,768.94,739.62,702.87,682.98,605.55,606.75,729.98,729.16,790.58,779.66
1970-01-02 11:43:19.999999999,773.11,740.4,703.86,680.85,607.96,604.44,726.88,724.91,789.84,787.14
1970-01-02 11:45:00.000000000,763.42,739.97,697.44,679.83,605.91,605.7,724.09,725.32,794.81,783.71
1970-01-02 11:46:40.000000000,774.7,739.77,709.93,682.15,608.99,608.43,727.12,725.83,788.74,780.74
1970-01-02 11:48:20.000000001,770.23,734.27,701.78,683.16,607.61,605.38,728.34,729.11,788.65,784.48
1970-01-02 11:49:59.999999998,771.07,738.87,708.4,678.45,602.34,606.56,728.45,728.27,790.9,782.52
1970-01-02 11:51:39.999999999,770.52,745.45,709.4,678.73,605.67,605.02,724.1,727.43,792.32,776.65
1970-01-02 11:53:20.000000000,761.59,748.84,706.49,678.75,606.49,603.58,723.45,726.11,790.17,786.14
1970-01-02 11:55:00.000000001,763.68,747.27,704.51,682.64,605.89,599.91,723.42,725.39,789.13,786.07
1970-01-02 11:56:39.999999998,764.56,749.74,703.72,676.83,602.54,604.66,721.34,729.92,791.75,779.82
1970-01-02 11:58:19.999999999,765.11,749.85,703.61,679.97,612.09,605.03,719.5,719.07,792.37,777.97
1970-01-02 12:00:00.000000000,765.04,749.13,708.76,676.8,613.08,603.26,727.68,720.18,791.54,780.67
1970-01-02 12:01:40.000000000,767.42,758.29,705.8,677.2,614.98,602.26,719.2,724.47,791.63,781.14
1970-01-02 12:03:20.000000001,764.94,758.82,707.7,677.84,610.45,601.55,722.17,720.75,792.67,780.8
1970-01-02 12:04:59.999999998,763.18,756.98,713.35,683.11,612.28,599.37,717.01,726.61,792.52,775.16
1970-01-02 12:06:39.999999999,765.14,748.02,707.56,677.92,614.44,602.52,720.28,723.58,793.33,772.5
1970-01-02 12:08:20.000000000,762.9,751.55,706.52,679.87,612.57,602.54,719.04,719.66,794.11,770.89
1970-01-02 12:10:00.000000001,761.73,748.03,709.51,678.44,614.64,604.35,722.84,728.32,796.75,777.7
1970-01-02 12:11:39.999999998,766.68,747.64,707.55,673.31,609.73,603.13,719.2,727.85,795.8,774.11
1970-01-02 12:13:19.999999999,765.41,749.21,700.19,675.63,616.6,602.25,719.71,726.19,798.62,777.81
1970-01-02 12:15:00.000000000,764.99,755.16,704.95,675.19,614.81,597.01,721.09,721.98,793.93,782.43
1970-01-02 12:16:40.000000000,759.02,754.91,702.33,676.88,618.61,600.36,722.31,719.38,796.67,777.26
1970-01-02 12:18:20.000000001,765.54,751.27,702.56,675.8,611.87,600.86,720.87,721.45,797.5,775.25
1970-01-02 12:19:59.999999998,767.78,750.08,700.16,678.84,612.54,603.29,721.76,725.16,797.61,784.81
1970-01-02 12:21:39.999999999,764.68,753.66,701.79,681.66,615.9,600.02,718.19,722.06,788.06,775.74
1970-01-02 12:23:20.000000000,761.84,753.31,705.53,678.86,620.38,598.76,719.48,724.44,789.03,780.22
1970-01-02 12:25:00.000000001,766.44,747.89,701.35,683.46,613.99,601.68,721.1,722.77,790.62,780.2
1970-01-02 12:26:39.999999998,765.65,747.75,701.14,679.02,613.01,601.76,716.06,718.11,788.77,780.58
1970-01-02 12:28:19.999999999,763.55,747.31,702.97,675.31,614.43,600.85,717.19,717.99,793.51,782.2
1970-01-02 12:30:00.000000000,767.3,745.92,706.9,676.68,610.36,597.43,721.38,722.36,794.48,777.65
1970-01-02 12:31:40.000000000,763.57,746.58,700.53,672.63,608.36,596.93,717.01,727.33,798.65,783.09
1970-01-02 12:33:20.000000001,766.21,749.39,708.06,676.45,609.8,597.71,723.39,728.1,791.52,780.81
1970-01-02 12:34:59.999999998,770.76,746.17,703.86,676.59,610.95,593.18,719.64,722.93,795.37,777.43
1970-01-02 12:36:39.999999999,774.75,746.54,705.13,682.13,611.89,596.16,719.23,724.61,791.63,782.24
1970-01-02 12:38:20.000000000,771.83,748.57,704.34,675.64,609.14,598.48,723.14,723.26,791.91,780.23
1970-01-02 12:40:00.000000001,764.84,746.26,700.55,678.41,613.21,594.18,723.49,726.62,790.9,772.89
1970-01-02 12:41:39.999999998,763.58,750.26,699.13,678.68,601.2,592.9,719.86,723.33,791.85,777.81
1970-01-02 12:43:19.999999999,766.68,748.72,703.23,678.9,610.96,593.18,721.98,722.95,790.29,782.52
1970-01-02 12:45:00.000000000,767.12,746.49,700.29,678.71,608.43,595.95,721.05,723.5,787.71,780.46
1970-01-02 12:46:40.000000000,764.93,751.58,702.49,677.94,607.39,594.54,718.82,720.71,794.88,778.38
1970-01-02 12:48:20.000000001,756.72,748.42,698.99,675.11,609.15,598.47,722.31,729.97,792.34,779.91
1970-01-02 12:49:59.999999998,761.26,747.24,697.53,677.46,601.3,592.13,720.71,724.15,794.38,780.01
1970-01-02 12:51:39.999999999,758.27,739.44,703.28,679.15,610.83,593.83,723.53,723.82,789.41,779.44
1970-01-02 12:53:20.000000000,756.83,743.9,698.52,680.31,613.96,594.2,714.59,722.12,790.95,779.33
1970-01-02 12:55:00.000000001,757.45,744.41,696.96,679.53,611.76,597.61,721.4,722.88,792.98,782.79
1970-01-02 12:56:39.999999998,759.58,740.33,703.18,676.64,608.77,595.93,718.84,720.39,789.53,771.64
1970-01-02 12:58:19.999999999,765.04,741.24,702.96,678.38,608.12,591.4,716.98,717.01,792.79,778.87
1970-01-02 13:00:00.000000000,760.5,739.2,702.37,673.24,608.22,592.9,720.66,727.19,794.25,776.9
1970-01-02 13:01:40.000000000,761.69,736.56,696.69,678.32,610.92,590.45,720.07,727.12,792.05,779.54
1970-01-02 13:03:20.000000001,756.08,736.84,698.84,677.84,600.63,593.72,719.28,723.73,781.57,774.86
1970-01-02 13:04:59.999999998,761.79,738.51,702.76,676.06,605.19,588.17,720.06,718.78,790.46,775.34
1970-01-02 13:06:39.999999999,766.36,736.4,699.39,679.95,610.47,594.31,718.57,721.47,786.18,781.17
1970-01-02 13:08:20.000000000,759.47,736.06,696.89,676.6,610.82,593.94,715.49,725.3,792.73,783.55
1970-01-02 13:10:00.000000001,763.35,734.81,694.34,677.37,611.88,592.15,720.35,723.7,791.46,783.64
1970-01-02 13:11:39.999999998,762.28,737.5,698.15,675.94,610.67,594.74,711.03,723.43,788.56,782.43
1970-01-02 13:13:19.999999999,761.42,733.81,695.52,671.74,615.36,588.77,717.07,725.35,791.59,779.59
1970-01-02 13:15:00.000000000,762.69,736.28,697.9,675.37,608.54,592.96,715.76,721.78,787.6,783.52
1970-01-02 13:16:40.000000000,760.15,732.74,699.88,677.69,612.49,592.53,713.22,721.55,792.12,782.73
1970-01-02 13:18:20.000000001,774.45,738.16,695.57,672.13,612.24,592.97,718.62,723.68,789.62,786.02
1970-01-02 13:19:59.999999998,763.03,735.48,699.37,674.24,613.39,591.56,721.5,725.62,789.37,781.44
1970-01-02 13:21:39.999999999,762.59,738.47,701.47,677.21,614.04,583.97,713.75,717.8,793.01,778.17
1970-01-02 13:23:20.000000000,759.85,732.56,691.71,676.93,607.27,589.5,714.53,724.58,792.15,786.6
1970-01-02 13:25:00.000000001,760.86,727.01,691.51,675.73,607.65,589.69,717.25,720.8,792.45,784.34
1970-01-02 13:26:39.999999998,763.99,737.12,696.42,675.69,611.2,589.12,713.32,726.41,795.3,783.71
1970-01-02 13:28:19.999999999,767.65,737.78,702.03,677.09,609.2,589.23,715.98,724.63,796.72,780.36
1970-01-02 13:30:00.000000000,763.05,731.66,698.11,679.44,607.35,589.51,720.3,717.09,788.72,779.56
1970-01-02 13:31:40.000000000,766.12,732.43,698.97,671.42,607.76,587.56,712.76,721.94,791.13,778.39
1970-01-02 13:33:20.000000001,761.36,728.04,696.36,676.43,603.0,593.54,714.41,722.96,790.12,780.48
1970-01-02 13:34:59.999999998,765.04,732.47,702.15,676.63,604.83,589.15,712.1,721.24,786.13,785.37
1970-01-02 13:36:39.999999999,762.21,734.4,700.65,676.45,610.76,590.85,716.89,724.54,783.93,776.55
1970-01-02 13:38:20.000000000,765.42,727.14,702.09,676.1,607.51,582.64,721.84,722.91,785.64,781.49
1970-01-02 13:40:00.000000001,765.07,730.16,697.28,672.65,608.53,588.65,717.86,721.4,787.47,784.04
1970-01-02 13:41:39.999999998,760.53,733.21,702.28,668.91,607.32,588.43,715.12,725.52,783.97,781.7
1970-01-02 13:43:19.999999999,763.61,742.76,690.77,672.0,612.45,589.06,719.59,723.79,783.36,780.66
1970-01-02 13:45:00.000000000,757.64,733.28,692.24,674.02,608.3,586.09,718.0,724.97,783.04,779.62
1970-01-02 13:46:40.000000000,763.68,734.42,697.79,674.36,609.49,586.9,719.51,721.9,781.04,774.79
1970-01-02 13:48:20.000000001,760.32,732.44,702.8,672.47,607.18,586.05,722.95,724.33,778.98,780.49
1970-01-02 13:49:59.999999998,763.41,731.83,705.84,672.53,610.15,584.96,726.08,725.2,787.32,781.46
1970-01-02 13:51:39.999999999,753.13,728.37,700.18,677.63,603.71,588.39,716.39,727.2,786.3,783.0
1970-01-02 13:53:20.000000000,754.35,736.46,704.97,676.64,608.88,587.24,724.14,719.67,777.23,778.07
1970-01-02 13:55:00.000000001,754.71,732.74,705.36,675.65,609.76,589.01,730.52,726.34,782.87,779.55
1970-01-02 13:56:39.999999998,761.76,731.02,703.95,667.93,603.54,586.7,724.89,724.24,781.14,781.82
1970-01-02 13:58:19.999999999,760.68,732.71,703.12,677.25,607.08,584.36,726.27,731.04,779.54,782.88
1970-01-02 14:00:00.000000000,752.03,737.83,703.49,671.4,605.98,588.71,718.51,728.05,783.74,781.9
1970-01-02 14:01:40.000000000,757.56,737.06,707.45,674.47,606.18,587.43,719.72,732.89,779.83,781.28
1970-01-02 14:03:20.000000001,755.14,733.18,696.19,674.53,607.46,591.02,714.5,729.11,779.32,781.44
1970-01-02 14:04:59.999999998,752.66,735.13,701.59,672.2,600.74,589.17,716.68,728.09,776.42,781.43
1970-01-02 14:06:39.999999999,755.37,733.36,700.32,670.87,599.52,588.06,715.4,731.25,779.96,781.6
1970-01-02 14:08:20.000000000,756.34,738.02,698.87,674.55,605.08,587.34,718.46,729.62,782.6,779.4
1970-01-02 14:10:00.000000001,757.01,734.4,698.93,671.11,604.67,586.82,717.81,731.16,784.96,782.11
1970-01-02 14:11:39.999999998,753.84,731.57,701.24,674.45,604.76,587.31,718.13,731.29,781.24,776.76
1970-01-02 14:13:19.999999999,754.51,733.0,696.81,671.6,600.64,581.56,713.96,723.09,783.68,784.38
1970-01-02 14:15:00.000000000,762.56,733.21,702.35,674.3,599.35,584.38,714.17,730.11,777.7,780.5
1970-01-02 14:16:40.000000000,763.15,733.04,701.87,669.69,604.85,583.48,712.58,724.33,779.49,782.03
1970-01-02 14:18:20.000000001,754.95,738.15,706.52,668.76,600.83,584.34,714.81,728.68,780.03,780.9
